
Running configs.
{'root_path': 'datasets', 'dataset': 'eurosat', 'shots': 16, 'backbone': 'RN50', 'n_prompt_tokens': 4, 'intrinsic_dim': 512, 'budget': 8000, 'bound': 5, 'alpha': 1, 'popsize': 40, 'parallel': False, 'print_every': 50, 'eval_every': 100, 'n': 1, 'batch_size': 256, 'std': 1, 'weight': 0.01, 'train_epoch': 20, 'subsample_classes': 'all', 'seed': 1}

Preparing dataset.
Reading split from /raid0-data/yifan/datasets/eurosat/split_zhou_EuroSAT.json
Creating a 16-shot dataset

Loading visual features and labels from test set.
Initial context: "a photo of a"
Number of context words (tokens): 4
Population Size: 40
Serial Evaluation.
Printing trainable parameters
Printing to verify trainable parameters
name input_param param.shape: torch.Size([40, 512])
100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 512/512 [00:07<00:00, 70.59it/s]
/home/yifanyang/miniconda3/envs/vlm/lib/python3.9/site-packages/torch/optim/lr_scheduler.py:224: UserWarning: Detected call of `lr_scheduler.step()` before `optimizer.step()`. In PyTorch 1.1.0 and later, you should call them in the opposite order: `optimizer.step()` before `lr_scheduler.step()`.  Failure to do this will result in PyTorch skipping the first value of the learning rate schedule. See more details at https://pytorch.org/docs/stable/optim.html#how-to-adjust-learning-rate
  warnings.warn(
Steps: 0 	 Acc:48.23456790123457 	 Loss:0
Steps: 5600 	 Acc:69.67901234567901 	 Loss:tensor(0.9097, device='cuda:0')
Steps: 5700 	 Acc:69.80246913580247 	 Loss:tensor(0.9079, device='cuda:0')
Steps: 5800 	 Acc:69.82716049382717 	 Loss:tensor(0.9061, device='cuda:0')
Steps: 5900 	 Acc:69.8641975308642 	 Loss:tensor(0.9043, device='cuda:0')
Steps: 6000 	 Acc:69.81481481481481 	 Loss:tensor(0.9024, device='cuda:0')
Steps: 6100 	 Acc:69.81481481481481 	 Loss:tensor(0.9005, device='cuda:0')
Steps: 6200 	 Acc:69.75308641975309 	 Loss:tensor(0.8987, device='cuda:0')
Steps: 6300 	 Acc:69.77777777777777 	 Loss:tensor(0.8968, device='cuda:0')
Steps: 6400 	 Acc:69.77777777777777 	 Loss:tensor(0.8948, device='cuda:0')
Steps: 6500 	 Acc:69.80246913580247 	 Loss:tensor(0.8929, device='cuda:0')
Steps: 6600 	 Acc:69.8395061728395 	 Loss:tensor(0.8910, device='cuda:0')
Steps: 6700 	 Acc:69.93827160493827 	 Loss:tensor(0.8891, device='cuda:0')
Steps: 6800 	 Acc:70.01234567901234 	 Loss:tensor(0.8872, device='cuda:0')
Steps: 6900 	 Acc:70.04938271604938 	 Loss:tensor(0.8854, device='cuda:0')
Steps: 7000 	 Acc:70.12345679012346 	 Loss:tensor(0.8835, device='cuda:0')
Steps: 7100 	 Acc:70.09876543209876 	 Loss:tensor(0.8817, device='cuda:0')
Steps: 7200 	 Acc:70.18518518518519 	 Loss:tensor(0.8800, device='cuda:0')
Steps: 7300 	 Acc:70.17283950617283 	 Loss:tensor(0.8782, device='cuda:0')
Steps: 7400 	 Acc:70.23456790123457 	 Loss:tensor(0.8765, device='cuda:0')
Steps: 7500 	 Acc:70.20987654320987 	 Loss:tensor(0.8749, device='cuda:0')
Steps: 7600 	 Acc:70.23456790123457 	 Loss:tensor(0.8733, device='cuda:0')
Steps: 7700 	 Acc:70.32098765432099 	 Loss:tensor(0.8718, device='cuda:0')
Steps: 7800 	 Acc:70.30864197530865 	 Loss:tensor(0.8703, device='cuda:0')
Steps: 7900 	 Acc:70.32098765432099 	 Loss:tensor(0.8688, device='cuda:0')
Steps: 8000 	 Acc:70.30864197530865 	 Loss:tensor(0.8674, device='cuda:0')
Steps: 8100 	 Acc:70.22222222222223 	 Loss:tensor(0.8661, device='cuda:0')
Steps: 8200 	 Acc:70.22222222222223 	 Loss:tensor(0.8648, device='cuda:0')
Steps: 8300 	 Acc:70.19753086419753 	 Loss:tensor(0.8635, device='cuda:0')
Steps: 8400 	 Acc:70.25925925925925 	 Loss:tensor(0.8623, device='cuda:0')
Steps: 8500 	 Acc:70.29629629629629 	 Loss:tensor(0.8611, device='cuda:0')
Steps: 8600 	 Acc:70.30864197530865 	 Loss:tensor(0.8599, device='cuda:0')
Steps: 8700 	 Acc:70.30864197530865 	 Loss:tensor(0.8587, device='cuda:0')
Steps: 8800 	 Acc:70.32098765432099 	 Loss:tensor(0.8576, device='cuda:0')
Steps: 8900 	 Acc:70.46913580246914 	 Loss:tensor(0.8564, device='cuda:0')
Steps: 9000 	 Acc:70.45679012345678 	 Loss:tensor(0.8553, device='cuda:0')
Steps: 9100 	 Acc:70.50617283950618 	 Loss:tensor(0.8542, device='cuda:0')
Steps: 9200 	 Acc:70.55555555555556 	 Loss:tensor(0.8531, device='cuda:0')
Steps: 9300 	 Acc:70.5925925925926 	 Loss:tensor(0.8520, device='cuda:0')
Steps: 9400 	 Acc:70.71604938271605 	 Loss:tensor(0.8509, device='cuda:0')
Steps: 9500 	 Acc:70.81481481481481 	 Loss:tensor(0.8498, device='cuda:0')
Steps: 9600 	 Acc:70.8641975308642 	 Loss:tensor(0.8487, device='cuda:0')
Steps: 9700 	 Acc:70.91358024691358 	 Loss:tensor(0.8476, device='cuda:0')
Steps: 9800 	 Acc:71.0246913580247 	 Loss:tensor(0.8464, device='cuda:0')
Steps: 9900 	 Acc:71.14814814814815 	 Loss:tensor(0.8453, device='cuda:0')
Steps: 10000 	 Acc:71.19753086419753 	 Loss:tensor(0.8442, device='cuda:0')
Steps: 10100 	 Acc:71.25925925925925 	 Loss:tensor(0.8431, device='cuda:0')
Steps: 10200 	 Acc:71.38271604938272 	 Loss:tensor(0.8420, device='cuda:0')
Steps: 10300 	 Acc:71.46913580246914 	 Loss:tensor(0.8409, device='cuda:0')
Steps: 10400 	 Acc:71.60493827160494 	 Loss:tensor(0.8398, device='cuda:0')
